Ca_20934|Carietinum 	1.02625e-09 	gi|351724431|ref|NP_001238337.1| 	uncharacterized protein LOC100306661 [Glycine max] >gi|255629213|gb|ACU14951.1| unknown [Glycine max]
Ca_20934|Carietinum 	1.23347e-09 	gi|449527505|ref|XP_004170751.1| 	PREDICTED: uncharacterized protein LOC101227474 [Cucumis sativus]
Ca_08212|Carietinum 	1.03041e-93 	gi|502107226|ref|XP_004493198.1| 	PREDICTED: uncharacterized gene 73 protein-like [Cicer arietinum]
Ca_08212|Carietinum 	5.57311e-23 	gi|618730941|gb|AHX83823.1| 	CAS15A [Medicago ruthenica]
Ca_08212|Carietinum 	1.4379e-21 	gi|618730943|gb|AHX83824.1| 	CAS15B [Medicago ruthenica]
Ca_08212|Carietinum 	6.88924e-21 	gi|5917740|gb|AAD56017.1|AF180373_1 	cold acclimation responsive protein CAR2 [Medicago sativa] >gi|6911243|gb|AAF31447.1|AF220101_1 cold acclimation responsive protein BudCAR3 [Medicago sativa]
Ca_08212|Carietinum 	7.92983e-20 	gi|6969494|gb|AAF33784.1|AF220456_1 	cold acclimation responsive protein BudCAR4 [Medicago sativa] >gi|6969498|gb|AAF33786.1|AF220458_1 cold acclimation responsive protein BudCAR6 [Medicago sativa] >gi|463275|gb|AAA16926.1| CAS15 [Medicago sativa]
Ca_08212|Carietinum 	1.40982e-19 	gi|463274|gb|AAA16927.1| 	CAS15 [Medicago sativa]
Ca_08212|Carietinum 	3.16353e-19 	gi|46562298|gb|AAT01285.1| 	cold-induced protein [Ammopiptanthus mongolicus]
Ca_08212|Carietinum 	6.14784e-19 	gi|3293557|gb|AAC25776.1| 	cold acclimation responsive protein CAR1 [Medicago sativa]
Ca_08212|Carietinum 	9.6303e-19 	gi|242276178|gb|ACS91345.1| 	antifreeze protein [Ammopiptanthus nanus]
Ca_08212|Carietinum 	5.89434e-18 	gi|6969496|gb|AAF33785.1|AF220457_1 	cold acclimation responsive protein BudCAR5 [Medicago sativa]
Aquca_004_00603|Acoerulea 	3.50128e-08 	gi|164521177|gb|ABY60450.1| 	cold stress protein src1-like protein [Adonis aestivalis var. palaestina]
Aquca_004_00603|Acoerulea 	4.17322e-07 	gi|255630454|gb|ACU15585.1| 	unknown [Glycine max] >gi|255641156|gb|ACU20855.1| unknown [Glycine max] >gi|734408288|gb|KHN34670.1| hypothetical protein glysoja_011223 [Glycine soja]
Aquca_004_00603|Acoerulea 	1.08141e-06 	gi|351726156|ref|NP_001236605.1| 	KS-type dehydrin SLTI629 [Glycine max] >gi|148524045|gb|ABQ81887.1| KS-type dehydrin SLTI629 [Glycine max]
Aquca_004_00603|Acoerulea 	1.19465e-06 	gi|388515837|gb|AFK45980.1| 	unknown [Medicago truncatula]
Aquca_004_00603|Acoerulea 	1.19465e-06 	gi|388502890|gb|AFK39511.1| 	unknown [Medicago truncatula] >gi|657381604|gb|KEH25575.1| hypothetical protein MTR_6g027810 [Medicago truncatula]
Aquca_004_00603|Acoerulea 	1.89384e-05 	gi|14994231|gb|AAK73280.1| 	drought-induced protein [Retama raetam]
Aquca_004_00603|Acoerulea 	0.000101989 	gi|729306997|ref|XP_010528751.1| 	PREDICTED: probable zinc transporter protein DDB_G0282067 [Tarenaya hassleriana] >gi|729439230|ref|XP_010521006.1| PREDICTED: probable zinc transporter protein DDB_G0282067 [Tarenaya hassleriana] >gi|729440091|ref|XP_010521310.1| PREDICTED: probable zinc transporter protein DDB_G0282067 [Tarenaya hassleriana]
Aquca_004_00603|Acoerulea 	0.000537062 	gi|595388744|gb|AHM27143.1| 	dehydrin [Saussurea involucrata]
Aquca_004_00603|Acoerulea 	0.00084918 	gi|45790792|gb|AAS77419.1| 	water stress induced protein [Brassica oleracea]
474716|Alyrata 	2.17751e-52 	gi|297853390|ref|XP_002894576.1| 	hypothetical protein ARALYDRAFT_474716 [Arabidopsis lyrata subsp. lyrata] >gi|297340418|gb|EFH70835.1| hypothetical protein ARALYDRAFT_474716 [Arabidopsis lyrata subsp. lyrata]
474716|Alyrata 	5.55221e-52 	gi|15221813|ref|NP_175843.1| 	dehydrin 11KDA [Arabidopsis thaliana] >gi|4585983|gb|AAD25619.1|AC005287_21 Unknown protein [Arabidopsis thaliana] >gi|11762148|gb|AAG40352.1|AF325000_1 At1g54410 [Arabidopsis thaliana] >gi|17979507|gb|AAL50089.1| At1g54410/F20D21_23 [Arabidopsis thaliana] >gi|20453307|gb|AAM19892.1| At1g54410/F20D21_23 [Arabidopsis thaliana] >gi|110740305|dbj|BAF02048.1| hypothetical protein [Arabidopsis thaliana] >gi|332194979|gb|AEE33100.1| dehydrin family protein [Arabidopsis thaliana]
474716|Alyrata 	2.87164e-51 	gi|21618232|gb|AAM67282.1| 	water stress-induced protein, putative [Arabidopsis thaliana]
474716|Alyrata 	6.08422e-51 	gi|24417432|gb|AAN60326.1| 	unknown [Arabidopsis thaliana]
474716|Alyrata 	6.10876e-49 	gi|727478091|ref|XP_010414881.1| 	PREDICTED: glutamic acid-rich protein [Camelina sativa] >gi|727478093|ref|XP_010414884.1| PREDICTED: glutamic acid-rich protein [Camelina sativa]
474716|Alyrata 	4.66235e-47 	gi|565490813|ref|XP_006303046.1| 	hypothetical protein CARUB_v10021201mg [Capsella rubella] >gi|482571756|gb|EOA35944.1| hypothetical protein CARUB_v10021201mg [Capsella rubella]
474716|Alyrata 	1.07033e-21 	gi|727458587|ref|XP_010511158.1| 	PREDICTED: probable zinc transporter protein DDB_G0282067 [Camelina sativa]
474716|Alyrata 	6.49388e-16 	gi|727594642|ref|XP_010470339.1| 	PREDICTED: mediator of RNA polymerase II transcription subunit 19a-like [Camelina sativa]
474716|Alyrata 	4.1714e-14 	gi|674918108|emb|CDY15073.1| 	BnaC03g44340D [Brassica napus]
474716|Alyrata 	1.85488e-13 	gi|45790792|gb|AAS77419.1| 	water stress induced protein [Brassica oleracea]
AT1G54410|Athaliana 	2.85848e-52 	gi|15221813|ref|NP_175843.1| 	dehydrin 11KDA [Arabidopsis thaliana] >gi|4585983|gb|AAD25619.1|AC005287_21 Unknown protein [Arabidopsis thaliana] >gi|11762148|gb|AAG40352.1|AF325000_1 At1g54410 [Arabidopsis thaliana] >gi|17979507|gb|AAL50089.1| At1g54410/F20D21_23 [Arabidopsis thaliana] >gi|20453307|gb|AAM19892.1| At1g54410/F20D21_23 [Arabidopsis thaliana] >gi|110740305|dbj|BAF02048.1| hypothetical protein [Arabidopsis thaliana] >gi|332194979|gb|AEE33100.1| dehydrin family protein [Arabidopsis thaliana]
AT1G54410|Athaliana 	5.55221e-52 	gi|297853390|ref|XP_002894576.1| 	hypothetical protein ARALYDRAFT_474716 [Arabidopsis lyrata subsp. lyrata] >gi|297340418|gb|EFH70835.1| hypothetical protein ARALYDRAFT_474716 [Arabidopsis lyrata subsp. lyrata]
AT1G54410|Athaliana 	1.5111e-51 	gi|21618232|gb|AAM67282.1| 	water stress-induced protein, putative [Arabidopsis thaliana]
AT1G54410|Athaliana 	3.81067e-51 	gi|24417432|gb|AAN60326.1| 	unknown [Arabidopsis thaliana]
AT1G54410|Athaliana 	3.14648e-49 	gi|727478091|ref|XP_010414881.1| 	PREDICTED: glutamic acid-rich protein [Camelina sativa] >gi|727478093|ref|XP_010414884.1| PREDICTED: glutamic acid-rich protein [Camelina sativa]
AT1G54410|Athaliana 	2.88989e-47 	gi|565490813|ref|XP_006303046.1| 	hypothetical protein CARUB_v10021201mg [Capsella rubella] >gi|482571756|gb|EOA35944.1| hypothetical protein CARUB_v10021201mg [Capsella rubella]
AT1G54410|Athaliana 	8.78125e-46 	gi|727458587|ref|XP_010511158.1| 	PREDICTED: probable zinc transporter protein DDB_G0282067 [Camelina sativa]
AT1G54410|Athaliana 	3.66393e-16 	gi|727594642|ref|XP_010470339.1| 	PREDICTED: mediator of RNA polymerase II transcription subunit 19a-like [Camelina sativa]
AT1G54410|Athaliana 	2.38765e-14 	gi|674918108|emb|CDY15073.1| 	BnaC03g44340D [Brassica napus]
AT1G54410|Athaliana 	1.16871e-13 	gi|45790792|gb|AAS77419.1| 	water stress induced protein [Brassica oleracea]
Bradi1g13330|Bdistachyon 	9.33238e-52 	gi|357119849|ref|XP_003561646.1| 	PREDICTED: protein PXR1 [Brachypodium distachyon] >gi|721607490|ref|XP_010231882.1| PREDICTED: protein PXR1 [Brachypodium distachyon]
Bradi1g13330|Bdistachyon 	2.10049e-19 	gi|149391379|gb|ABR25707.1| 	dehydrin 13 [Oryza sativa Indica Group]
Bradi1g13330|Bdistachyon 	2.87073e-17 	gi|2913893|dbj|BAA24979.1| 	LIP5 [Oryza sativa (japonica cultivar-group)]
Bradi1g13330|Bdistachyon 	3.51305e-17 	gi|537403|dbj|BAA05539.1| 	WSI724 protein induced by water stress [Oryza sativa Japonica Group] >gi|50582768|gb|AAT78838.1| putative dehydrin (having alternative splicing products) [Oryza sativa Japonica Group] >gi|108710168|gb|ABF97963.1| Dehydrin family protein, expressed [Oryza sativa Japonica Group] >gi|125587325|gb|EAZ27989.1| hypothetical protein OsJ_11951 [Oryza sativa Japonica Group] >gi|215765207|dbj|BAG86904.1| unnamed protein product [Oryza sativa Japonica Group]
Bradi1g13330|Bdistachyon 	4.3848e-15 	gi|115454407|ref|NP_001050804.1| 	Os03g0655400 [Oryza sativa Japonica Group] >gi|2331141|gb|AAB66889.1| water-stress inducible protein [Oryza sativa Japonica Group] >gi|113549275|dbj|BAF12718.1| Os03g0655400 [Oryza sativa Japonica Group]
Bradi1g13330|Bdistachyon 	1.5004e-14 	gi|50812722|gb|AAT81473.1| 	dehydrin 13 [Hordeum vulgare subsp. vulgare] >gi|326524057|dbj|BAJ97039.1| predicted protein [Hordeum vulgare subsp. vulgare]
Bradi1g13330|Bdistachyon 	1.02634e-13 	gi|473954464|gb|EMS50885.1| 	hypothetical protein TRIUR3_00737 [Triticum urartu]
Bradi1g13330|Bdistachyon 	3.87436e-10 	gi|573925644|ref|XP_006650365.1| 	PREDICTED: DNA topoisomerase 1-like [Oryza brachyantha]
Bradi1g13330|Bdistachyon 	1.35923e-09 	gi|414872075|tpg|DAA50632.1| 	TPA: dehydrin 13 isoform 1 [Zea mays] >gi|414872076|tpg|DAA50633.1| TPA: dehydrin 13 isoform 2 [Zea mays] >gi|414872077|tpg|DAA50634.1| TPA: dehydrin 13 isoform 3 [Zea mays] >gi|414872078|tpg|DAA50635.1| TPA: dehydrin 13 isoform 4 [Zea mays]
Bradi1g13330|Bdistachyon 	1.47853e-09 	gi|195625830|gb|ACG34745.1| 	dehydrin 13 [Zea mays]
Carubv10021201m.g|Crubella 	2.06862e-53 	gi|565490813|ref|XP_006303046.1| 	hypothetical protein CARUB_v10021201mg [Capsella rubella] >gi|482571756|gb|EOA35944.1| hypothetical protein CARUB_v10021201mg [Capsella rubella]
Carubv10021201m.g|Crubella 	1.10657e-50 	gi|727478091|ref|XP_010414881.1| 	PREDICTED: glutamic acid-rich protein [Camelina sativa] >gi|727478093|ref|XP_010414884.1| PREDICTED: glutamic acid-rich protein [Camelina sativa]
Carubv10021201m.g|Crubella 	3.9207e-49 	gi|727458587|ref|XP_010511158.1| 	PREDICTED: probable zinc transporter protein DDB_G0282067 [Camelina sativa]
Carubv10021201m.g|Crubella 	2.9485e-47 	gi|15221813|ref|NP_175843.1| 	dehydrin 11KDA [Arabidopsis thaliana] >gi|4585983|gb|AAD25619.1|AC005287_21 Unknown protein [Arabidopsis thaliana] >gi|11762148|gb|AAG40352.1|AF325000_1 At1g54410 [Arabidopsis thaliana] >gi|17979507|gb|AAL50089.1| At1g54410/F20D21_23 [Arabidopsis thaliana] >gi|20453307|gb|AAM19892.1| At1g54410/F20D21_23 [Arabidopsis thaliana] >gi|110740305|dbj|BAF02048.1| hypothetical protein [Arabidopsis thaliana] >gi|332194979|gb|AEE33100.1| dehydrin family protein [Arabidopsis thaliana]
Carubv10021201m.g|Crubella 	4.75691e-47 	gi|297853390|ref|XP_002894576.1| 	hypothetical protein ARALYDRAFT_474716 [Arabidopsis lyrata subsp. lyrata] >gi|297340418|gb|EFH70835.1| hypothetical protein ARALYDRAFT_474716 [Arabidopsis lyrata subsp. lyrata]
Carubv10021201m.g|Crubella 	1.60703e-46 	gi|21618232|gb|AAM67282.1| 	water stress-induced protein, putative [Arabidopsis thaliana]
Carubv10021201m.g|Crubella 	3.08479e-46 	gi|24417432|gb|AAN60326.1| 	unknown [Arabidopsis thaliana]
Carubv10021201m.g|Crubella 	6.40213e-45 	gi|727594642|ref|XP_010470339.1| 	PREDICTED: mediator of RNA polymerase II transcription subunit 19a-like [Camelina sativa]
Carubv10021201m.g|Crubella 	5.89173e-14 	gi|674918108|emb|CDY15073.1| 	BnaC03g44340D [Brassica napus]
Carubv10021201m.g|Crubella 	1.85025e-13 	gi|45790792|gb|AAS77419.1| 	water stress induced protein [Brassica oleracea]
evm.TU.supercontig_161.14|Cpapaya 	6.63221e-46 	gi|18478480|gb|AAL73185.1|AF334211_1 	maturation-associated SRC1-like protein [Carica papaya]
evm.TU.supercontig_161.14|Cpapaya 	1.12734e-18 	gi|351727296|ref|NP_001236644.1| 	src1 protein [Glycine max] >gi|571532308|ref|XP_006600235.1| PREDICTED: src1 protein isoform X1 [Glycine max] >gi|2055228|dbj|BAA19768.1| SRC1 [Glycine max] >gi|734426430|gb|KHN43782.1| hypothetical protein glysoja_035393 [Glycine soja]
evm.TU.supercontig_161.14|Cpapaya 	1.28109e-18 	gi|255626309|gb|ACU13499.1| 	unknown [Glycine max]
evm.TU.supercontig_161.14|Cpapaya 	2.20986e-16 	gi|134290686|gb|ABO70349.1| 	low temperature inducible SLTI66 [Glycine max]
evm.TU.supercontig_161.14|Cpapaya 	3.7737e-15 	gi|734433494|gb|KHN46749.1| 	hypothetical protein glysoja_015000 [Glycine soja]
evm.TU.supercontig_161.14|Cpapaya 	1.9688e-14 	gi|356560837|ref|XP_003548693.1| 	PREDICTED: glutamic acid-rich protein-like [Glycine max]
evm.TU.supercontig_161.14|Cpapaya 	4.05092e-14 	gi|734433493|gb|KHN46748.1| 	hypothetical protein glysoja_014999 [Glycine soja]
evm.TU.supercontig_161.14|Cpapaya 	5.89881e-14 	gi|351724431|ref|NP_001238337.1| 	uncharacterized protein LOC100306661 [Glycine max] >gi|255629213|gb|ACU14951.1| unknown [Glycine max]
evm.TU.supercontig_161.14|Cpapaya 	2.71332e-13 	gi|255630454|gb|ACU15585.1| 	unknown [Glycine max] >gi|255641156|gb|ACU20855.1| unknown [Glycine max] >gi|734408288|gb|KHN34670.1| hypothetical protein glysoja_011223 [Glycine soja]
evm.TU.supercontig_161.14|Cpapaya 	6.78997e-13 	gi|351726156|ref|NP_001236605.1| 	KS-type dehydrin SLTI629 [Glycine max] >gi|148524045|gb|ABQ81887.1| KS-type dehydrin SLTI629 [Glycine max]
orange1.1g036567m.g|Csinensis 	5.53063e-40 	gi|641836793|gb|KDO55754.1| 	hypothetical protein CISIN_1g036567mg [Citrus sinensis]
orange1.1g036567m.g|Csinensis 	4.36908e-28 	gi|625155|gb|AAA99963.1| 	cold stress protein [Citrus trifoliata]
orange1.1g036567m.g|Csinensis 	5.56895e-28 	gi|625153|gb|AAA99962.1| 	cold stress protein, partial [Citrus trifoliata]
orange1.1g036567m.g|Csinensis 	1.42025e-25 	gi|14031067|gb|AAK52077.1| 	dehydrin COR15 [Citrus x paradisi]
orange1.1g036567m.g|Csinensis 	1.456e-25 	gi|37524017|gb|AAQ92310.1| 	COR15 [Citrus clementina x Citrus reticulata]
orange1.1g036567m.g|Csinensis 	2.65102e-24 	gi|4239893|dbj|BAA74736.1| 	dehydrin [Citrus unshiu]
orange1.1g036567m.g|Csinensis 	3.97018e-24 	gi|568850939|ref|XP_006479153.1| 	PREDICTED: glutamic acid-rich protein-like [Citrus sinensis]
orange1.1g036567m.g|Csinensis 	1.63509e-23 	gi|63002596|dbj|BAD97812.1| 	dehydrin [Citrus unshiu]
orange1.1g036567m.g|Csinensis 	1.76721e-08 	gi|255630454|gb|ACU15585.1| 	unknown [Glycine max] >gi|255641156|gb|ACU20855.1| unknown [Glycine max] >gi|734408288|gb|KHN34670.1| hypothetical protein glysoja_011223 [Glycine soja]
orange1.1g036567m.g|Csinensis 	9.19141e-08 	gi|734433494|gb|KHN46749.1| 	hypothetical protein glysoja_015000 [Glycine soja]
Cucsa.338040|Csativus 	2.22779e-52 	gi|449527505|ref|XP_004170751.1| 	PREDICTED: uncharacterized protein LOC101227474 [Cucumis sativus]
Cucsa.338040|Csativus 	2.77017e-12 	gi|351727296|ref|NP_001236644.1| 	src1 protein [Glycine max] >gi|571532308|ref|XP_006600235.1| PREDICTED: src1 protein isoform X1 [Glycine max] >gi|2055228|dbj|BAA19768.1| SRC1 [Glycine max] >gi|734426430|gb|KHN43782.1| hypothetical protein glysoja_035393 [Glycine soja]
Cucsa.338040|Csativus 	2.5713e-11 	gi|255626309|gb|ACU13499.1| 	unknown [Glycine max]
Cucsa.338040|Csativus 	3.13434e-09 	gi|659085197|ref|XP_008443295.1| 	PREDICTED: probable zinc transporter protein DDB_G0282067 [Cucumis melo]
Cucsa.338040|Csativus 	3.50636e-09 	gi|18478480|gb|AAL73185.1|AF334211_1 	maturation-associated SRC1-like protein [Carica papaya]
Cucsa.338040|Csativus 	6.51657e-08 	gi|388515837|gb|AFK45980.1| 	unknown [Medicago truncatula]
Cucsa.338040|Csativus 	7.57097e-08 	gi|502091950|ref|XP_004489676.1| 	PREDICTED: protein MNN4-like [Cicer arietinum]
Cucsa.338040|Csativus 	8.61025e-08 	gi|255630454|gb|ACU15585.1| 	unknown [Glycine max] >gi|255641156|gb|ACU20855.1| unknown [Glycine max] >gi|734408288|gb|KHN34670.1| hypothetical protein glysoja_011223 [Glycine soja]
Cucsa.338040|Csativus 	1.58366e-07 	gi|388502890|gb|AFK39511.1| 	unknown [Medicago truncatula] >gi|657381604|gb|KEH25575.1| hypothetical protein MTR_6g027810 [Medicago truncatula]
Cucsa.338040|Csativus 	3.77242e-07 	gi|351724431|ref|NP_001238337.1| 	uncharacterized protein LOC100306661 [Glycine max] >gi|255629213|gb|ACU14951.1| unknown [Glycine max]
Lus10020271.g|Lusitatissimum 	7.85793e-08 	gi|255569478|ref|XP_002525706.1| 	conserved hypothetical protein [Ricinus communis] >gi|20330086|emb|CAC84735.1| iron transport protein 2 [Ricinus communis] >gi|223535006|gb|EEF36689.1| conserved hypothetical protein [Ricinus communis]
Lus10020271.g|Lusitatissimum 	3.86001e-06 	gi|698489928|ref|XP_009791484.1| 	PREDICTED: DNA topoisomerase 1 [Nicotiana sylvestris]
Lus10020271.g|Lusitatissimum 	1.48321e-05 	gi|697139717|ref|XP_009623950.1| 	PREDICTED: protein PXR1 [Nicotiana tomentosiformis]
Lus10020271.g|Lusitatissimum 	2.07272e-05 	gi|661880553|emb|CDP15771.1| 	unnamed protein product [Coffea canephora]
Lus10020271.g|Lusitatissimum 	2.11754e-05 	gi|674918108|emb|CDY15073.1| 	BnaC03g44340D [Brassica napus]
Lus10020271.g|Lusitatissimum 	2.32284e-05 	gi|351724431|ref|NP_001238337.1| 	uncharacterized protein LOC100306661 [Glycine max] >gi|255629213|gb|ACU14951.1| unknown [Glycine max]
Lus10020271.g|Lusitatissimum 	4.02193e-05 	gi|310896465|gb|ADP37979.1| 	water stress-induced protein [Brassica napus]
